level,model,condition,outer_seed,folds_total,folds_with_ac,folds_with_auroc,ac_auroc,auroc,eligible_pairs,positives,negatives,participating_positives,participating_negatives,ac_repeat_min,ac_repeat_max,ac_repeat_sd
repeat,p4_legacy_best_val_ac,site_S0001,29,3,3,3,0.7156632835367013,0.750005003314696,292.0,13.333333333333334,191.0,13.0,137.66666666666666,N/A,N/A,N/A
repeat,p4_legacy_fixed_epoch6,overall,29,3,3,3,0.6843463067463716,0.6965365974334584,456.0,17.666666666666668,226.66666666666666,17.333333333333332,172.66666666666666,N/A,N/A,N/A
repeat,p4_legacy_fixed_epoch6,same_site,29,3,3,3,0.698602702530185,0.7138363032645626,310.3333333333333,17.666666666666668,226.66666666666666,16.333333333333332,148.66666666666666,N/A,N/A,N/A
repeat,p4_legacy_fixed_epoch6,cross_site,29,3,3,3,0.6365580633418274,0.6357260265638024,145.66666666666666,17.666666666666668,226.66666666666666,15.666666666666666,82.0,N/A,N/A,N/A
repeat,p4_legacy_fixed_epoch6,site_I0002,29,3,0,0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A
repeat,p4_legacy_fixed_epoch6,site_I0006,29,3,3,3,0.42424242424242425,0.42537225416482377,18.333333333333332,4.333333333333333,35.666666666666664,3.3333333333333335,11.0,N/A,N/A,N/A
repeat,p4_legacy_fixed_epoch6,site_S0001,29,3,3,3,0.7111153685330901,0.7243112512932676,292.0,13.333333333333334,191.0,13.0,137.66666666666666,N/A,N/A,N/A
final,p3_demo10,overall,all,9,9,9,0.5672282031876167,0.7755738306547252,455.6666666666667,17.666666666666668,226.66666666666666,17.333333333333332,171.88888888888889,0.5373614099382382,0.5866521931674499,0.026252322429303303
final,p3_demo10,same_site,all,9,9,9,0.5878868376960028,0.7772576143032507,306.6666666666667,17.666666666666668,226.66666666666666,16.666666666666668,151.2222222222222,0.5694533885413258,0.5972716303072262,0.015964719937022375
final,p3_demo10,cross_site,all,9,9,9,0.5257084682834536,0.770384920960902,149.0,17.666666666666668,226.66666666666666,15.666666666666666,94.0,0.48324321237354567,0.5624455410456244,0.039910666223461004
final,p3_demo10,site_I0002,all,9,0,0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A
final,p3_demo10,site_I0006,all,9,9,9,0.5056508306508307,0.7703282676627189,16.555555555555554,4.333333333333333,35.666666666666664,3.555555555555556,11.777777777777779,0.3841269841269841,0.662878787878788,0.1427645952769789
final,p3_demo10,site_S0001,all,9,9,9,0.5893574184505924,0.7767779491564105,290.11111111111114,13.333333333333334,191.0,13.111111111111112,139.44444444444443,0.5750260596584367,0.6013110959060327,0.013302849658572506
final,p3_compact30,overall,all,9,9,9,0.5809979300021965,0.7717158000096828,455.6666666666667,17.666666666666668,226.66666666666666,17.333333333333332,171.88888888888889,0.5439121831606544,0.6369508375926966,0.04930542688869564
final,p3_compact30,same_site,all,9,9,9,0.5352692217189879,0.7567759062812892,306.6666666666667,17.666666666666668,226.66666666666666,16.666666666666668,151.2222222222222,0.5029976214615748,0.5937831433116797,0.05076413415194806
final,p3_compact30,cross_site,all,9,9,9,0.6645281466350421,0.7962825018391162,149.0,17.666666666666668,226.66666666666666,15.666666666666666,94.0,0.6027697182240515,0.7194127600479985,0.05862454094452394
final,p3_compact30,site_I0002,all,9,0,0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A
final,p3_compact30,site_I0006,all,9,9,9,0.6914446664446664,0.8151401621534061,16.555555555555554,4.333333333333333,35.666666666666664,3.555555555555556,11.777777777777779,0.557142857142857,0.7937062937062938,0.12149277685752263
final,p3_compact30,site_S0001,all,9,9,9,0.523463653526894,0.7526270269813179,290.11111111111114,13.333333333333334,191.0,13.111111111111112,139.44444444444443,0.49248512175314835,0.5824575208119512,0.05111166614343183
final,p3_compact35,overall,all,9,9,9,0.5731027281890043,0.7688224194110255,455.6666666666667,17.666666666666668,226.66666666666666,17.333333333333332,171.88888888888889,0.538607143372856,0.6269938579818334,0.04727782993696978
final,p3_compact35,same_site,all,9,9,9,0.5255403895032145,0.7538645473179887,306.6666666666667,17.666666666666668,226.66666666666666,16.666666666666668,151.2222222222222,0.4944818063764167,0.580499350022832,0.04773023657368724
final,p3_compact35,cross_site,all,9,9,9,0.6615998722555325,0.7934304049181388,149.0,17.666666666666668,226.66666666666666,15.666666666666666,94.0,0.606005964178744,0.7177543852552953,0.05587631977578073
final,p3_compact35,site_I0002,all,9,0,0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A
final,p3_compact35,site_I0006,all,9,9,9,0.6918655418655418,0.8149720949265152,16.555555555555554,4.333333333333333,35.666666666666664,3.555555555555556,11.777777777777779,0.557142857142857,0.8088578088578089,0.12679069371955684
final,p3_compact35,site_S0001,all,9,9,9,0.5132959380012675,0.7495748062258065,290.11111111111114,13.333333333333334,191.0,13.111111111111112,139.44444444444443,0.48374604559834183,0.5676172881742502,0.04710430100157525
final,p3_global59,overall,all,9,9,9,0.5903998070303526,0.7717147145958888,455.6666666666667,17.666666666666668,226.66666666666666,17.333333333333332,171.88888888888889,0.5373786696801858,0.6584290253854764,0.06190500000551542
final,p3_global59,same_site,all,9,9,9,0.5618841608194846,0.7619587650254801,306.6666666666667,17.666666666666668,226.66666666666666,16.666666666666668,151.2222222222222,0.4962702561618914,0.6310730515415323,0.06747246701108618
final,p3_global59,cross_site,all,9,9,9,0.6304722162427442,0.7823700120102544,149.0,17.666666666666668,226.66666666666666,15.666666666666666,94.0,0.570611717403165,0.707210896735833,0.06984617892580994
final,p3_global59,site_I0002,all,9,0,0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A
final,p3_global59,site_I0006,all,9,9,9,0.6320216820216821,0.7728801133311798,16.555555555555554,4.333333333333333,35.666666666666664,3.555555555555556,11.777777777777779,0.5285714285714286,0.7437562437562436,0.1078313428199002
