level,model,condition,outer_seed,folds_total,folds_with_ac,folds_with_auroc,ac_auroc,auroc,eligible_pairs,positives,negatives,participating_positives,participating_negatives,ac_repeat_min,ac_repeat_max,ac_repeat_sd
final,p3_global59,site_S0001,all,9,9,9,0.5546496459132699,0.7599700042047178,290.11111111111114,13.333333333333334,191.0,13.111111111111112,139.44444444444443,0.4855247687962862,0.6239161439920934,0.06919579629225531
final,p3_stage155,overall,all,9,9,9,0.4938982789036923,0.7368297221812595,455.6666666666667,17.666666666666668,226.66666666666666,17.333333333333332,171.88888888888889,0.45291883877335454,0.5302402477816842,0.03886874936849143
final,p3_stage155,same_site,all,9,9,9,0.46599692697596345,0.7241969691585423,306.6666666666667,17.666666666666668,226.66666666666666,16.666666666666668,151.2222222222222,0.44410905929093564,0.4873461597949533,0.021623582280413566
final,p3_stage155,cross_site,all,9,9,9,0.5457280714810676,0.7558278333952447,149.0,17.666666666666668,226.66666666666666,15.666666666666666,94.0,0.4486819496294785,0.618423802397228,0.08745158831769866
final,p3_stage155,site_I0002,all,9,0,0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A
final,p3_stage155,site_I0006,all,9,9,9,0.5513847263847264,0.7661152342327093,16.555555555555554,4.333333333333333,35.666666666666664,3.555555555555556,11.777777777777779,0.36190476190476195,0.6748251748251749,0.1665854419348238
final,p3_stage155,site_S0001,all,9,9,9,0.4597581020477102,0.721426506377993,290.11111111111114,13.333333333333334,191.0,13.111111111111112,139.44444444444443,0.440650643006921,0.47743133006424143,0.018432240750254524
final,p4_legacy_best_val_ac,overall,all,9,9,9,0.7008641343308929,0.7185561602130645,455.6666666666667,17.666666666666668,226.66666666666666,17.333333333333332,171.88888888888889,0.6808290493495237,0.7350914165605368,0.029785314685028236
final,p4_legacy_best_val_ac,same_site,all,9,9,9,0.7153853428716362,0.7284640120330669,306.6666666666667,17.666666666666668,226.66666666666666,16.666666666666668,151.2222222222222,0.6925389204782174,0.7525036079451964,0.03243000240314743
final,p4_legacy_best_val_ac,cross_site,all,9,9,9,0.6712206188520357,0.6864014733867153,149.0,17.666666666666668,226.66666666666666,15.666666666666666,94.0,0.6299683830171635,0.7061431128252512,0.038479820547401136
final,p4_legacy_best_val_ac,site_I0002,all,9,0,0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A
final,p4_legacy_best_val_ac,site_I0006,all,9,9,9,0.5426073926073925,0.5809520711064399,16.555555555555554,4.333333333333333,35.666666666666664,3.555555555555556,11.777777777777779,0.41375291375291373,0.6206349206349207,0.11241697109714195
final,p4_legacy_best_val_ac,site_S0001,all,9,9,9,0.726010560323178,0.7370125564355785,290.11111111111114,13.333333333333334,191.0,13.111111111111112,139.44444444444443,0.6971780407185313,0.7651903567143012,0.03516700704423232
final,p4_legacy_fixed_epoch6,overall,all,9,9,9,0.6824424303982504,0.6929200720139971,455.6666666666667,17.666666666666668,226.66666666666666,17.333333333333332,171.88888888888889,0.6628714074481188,0.7001095770002607,0.018691946842429717
final,p4_legacy_fixed_epoch6,same_site,all,9,9,9,0.6882968456275158,0.6967841373475542,306.6666666666667,17.666666666666668,226.66666666666666,16.666666666666668,151.2222222222222,0.6637419045669234,0.7025459297854392,0.021356406724061094
final,p4_legacy_fixed_epoch6,cross_site,all,9,9,9,0.6626156432549695,0.6712977240846737,149.0,17.666666666666668,226.66666666666666,15.666666666666666,94.0,0.6365580633418274,0.6861835381081204,0.024906240888950968
final,p4_legacy_fixed_epoch6,site_I0002,all,9,0,0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A
final,p4_legacy_fixed_epoch6,site_I0006,all,9,9,9,0.5778258778258779,0.5615129830184009,16.555555555555554,4.333333333333333,35.666666666666664,3.555555555555556,11.777777777777779,0.42424242424242425,0.7727272727272728,0.17787861482466522
final,p4_legacy_fixed_epoch6,site_S0001,all,9,9,9,0.6929269294017897,0.70454260050654,290.11111111111114,13.333333333333334,191.0,13.111111111111112,139.44444444444443,0.6590214915726947,0.7111153685330901,0.02938896119703891
