model,outer_seed,fold,condition,ac_auroc,eligible_pairs,positives,negatives,participating_positives,participating_negatives,auroc,auroc_pairs,source_file
p4_legacy_best_val_ac,17,0,site_S0001,0.690677966101695,236,12,193,12,126,0.7331606217616581,2316,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold0/best_val_ac_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,0,overall,0.7513661202185792,366,15,229,15,160,0.7630276564774381,3435,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,0,same_site,0.7338709677419355,248,15,229,15,137,0.7685643564356436,2424,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,0,cross_site,0.788135593220339,118,15,229,14,93,0.7497527200791295,1011,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,0,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,0,site_I0006,0.9166666666666666,12,3,36,3,11,0.7222222222222222,108,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,0,site_S0001,0.7245762711864406,236,12,193,12,126,0.7707253886010362,2316,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold0/fixed_epoch6_outer_holdout_logits.csv
p3_demo10,17,1,overall,0.644404332129964,554,22,223,22,222,0.7867916836526702,4906,output/p3_v2/cv/seed17/fold1/P3_demo10_holdout.csv
p3_demo10,17,1,same_site,0.6426592797783933,361,22,223,21,206,0.7817802917534981,3359,output/p3_v2/cv/seed17/fold1/P3_demo10_holdout.csv
p3_demo10,17,1,cross_site,0.6476683937823834,193,22,223,17,148,0.7976729153199742,1547,output/p3_v2/cv/seed17/fold1/P3_demo10_holdout.csv
p3_demo10,17,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold1/P3_demo10_holdout.csv
p3_demo10,17,1,site_I0006,0.7916666666666666,24,5,36,4,24,0.8166666666666667,180,output/p3_v2/cv/seed17/fold1/P3_demo10_holdout.csv
p3_demo10,17,1,site_S0001,0.6320474777448071,337,17,187,17,182,0.7798049701163888,3179,output/p3_v2/cv/seed17/fold1/P3_demo10_holdout.csv
p3_compact30,17,1,overall,0.6010830324909747,554,22,223,22,222,0.7800652262535671,4906,output/p3_v2/cv/seed17/fold1/P3_compact30_holdout.csv
p3_compact30,17,1,same_site,0.556786703601108,361,22,223,21,206,0.7731467698719857,3359,output/p3_v2/cv/seed17/fold1/P3_compact30_holdout.csv
p3_compact30,17,1,cross_site,0.6839378238341969,193,22,223,17,148,0.7950872656755009,1547,output/p3_v2/cv/seed17/fold1/P3_compact30_holdout.csv
p3_compact30,17,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold1/P3_compact30_holdout.csv
p3_compact30,17,1,site_I0006,0.9583333333333334,24,5,36,4,24,0.85,180,output/p3_v2/cv/seed17/fold1/P3_compact30_holdout.csv
p3_compact30,17,1,site_S0001,0.5281899109792285,337,17,187,17,182,0.7687952186222082,3179,output/p3_v2/cv/seed17/fold1/P3_compact30_holdout.csv
p3_compact35,17,1,overall,0.575812274368231,554,22,223,22,222,0.7743579290664493,4906,output/p3_v2/cv/seed17/fold1/P3_compact35_holdout.csv
p3_compact35,17,1,same_site,0.5346260387811634,361,22,223,21,206,0.7671926168502531,3359,output/p3_v2/cv/seed17/fold1/P3_compact35_holdout.csv
p3_compact35,17,1,cross_site,0.6528497409326425,193,22,223,17,148,0.7899159663865546,1547,output/p3_v2/cv/seed17/fold1/P3_compact35_holdout.csv
p3_compact35,17,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold1/P3_compact35_holdout.csv
p3_compact35,17,1,site_I0006,0.9166666666666666,24,5,36,4,24,0.85,180,output/p3_v2/cv/seed17/fold1/P3_compact35_holdout.csv
p3_compact35,17,1,site_S0001,0.5074183976261127,337,17,187,17,182,0.762503932054105,3179,output/p3_v2/cv/seed17/fold1/P3_compact35_holdout.csv
p3_global59,17,1,overall,0.575812274368231,554,22,223,22,222,0.7682429677945373,4906,output/p3_v2/cv/seed17/fold1/P3_global59_holdout.csv
p3_global59,17,1,same_site,0.6038781163434903,361,22,223,21,206,0.7877344447752307,3359,output/p3_v2/cv/seed17/fold1/P3_global59_holdout.csv
p3_global59,17,1,cross_site,0.5233160621761658,193,22,223,17,148,0.7259211376858435,1547,output/p3_v2/cv/seed17/fold1/P3_global59_holdout.csv
p3_global59,17,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold1/P3_global59_holdout.csv
p3_global59,17,1,site_I0006,0.5833333333333334,24,5,36,4,24,0.6444444444444445,180,output/p3_v2/cv/seed17/fold1/P3_global59_holdout.csv
p3_global59,17,1,site_S0001,0.6053412462908012,337,17,187,17,182,0.7958477508650519,3179,output/p3_v2/cv/seed17/fold1/P3_global59_holdout.csv
p3_stage155,17,1,overall,0.5595667870036101,554,22,223,22,222,0.7727272727272727,4906,output/p3_v2/cv/seed17/fold1/P3_stage155_holdout.csv
p3_stage155,17,1,same_site,0.592797783933518,361,22,223,21,206,0.7856504912176243,3359,output/p3_v2/cv/seed17/fold1/P3_stage155_holdout.csv
p3_stage155,17,1,cross_site,0.49740932642487046,193,22,223,17,148,0.7446670976082741,1547,output/p3_v2/cv/seed17/fold1/P3_stage155_holdout.csv
p3_stage155,17,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold1/P3_stage155_holdout.csv
p3_stage155,17,1,site_I0006,0.4583333333333333,24,5,36,4,24,0.7055555555555556,180,output/p3_v2/cv/seed17/fold1/P3_stage155_holdout.csv
p3_stage155,17,1,site_S0001,0.6023738872403561,337,17,187,17,182,0.790185592953759,3179,output/p3_v2/cv/seed17/fold1/P3_stage155_holdout.csv
p4_legacy_best_val_ac,17,1,overall,0.6877256317689531,554,22,223,22,222,0.6551161842641663,4906,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,1,same_site,0.7313019390581718,361,22,223,21,206,0.6612086930634117,3359,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,1,cross_site,0.6062176165803109,193,22,223,17,148,0.6418875242404655,1547,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,1,site_I0006,0.5833333333333334,24,5,36,4,24,0.6777777777777778,180,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,1,site_S0001,0.7418397626112759,337,17,187,17,182,0.6602705253224285,3179,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/best_val_ac_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,1,overall,0.5523465703971119,554,22,223,22,222,0.5354667753770893,4906,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,1,same_site,0.592797783933518,361,22,223,21,206,0.5638582911580827,3359,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,1,cross_site,0.47668393782383417,193,22,223,17,148,0.4738202973497091,1547,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,1,site_I0006,0.5833333333333334,24,5,36,4,24,0.42777777777777776,180,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,1,site_S0001,0.5934718100890207,337,17,187,17,182,0.5715633847121736,3179,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold1/fixed_epoch6_outer_holdout_logits.csv
p3_demo10,17,2,overall,0.4803063457330416,457,16,228,16,124,0.7054550438596491,3648,output/p3_v2/cv/seed17/fold2/P3_demo10_holdout.csv
p3_demo10,17,2,same_site,0.5332278481012658,316,16,228,16,110,0.709094865100087,2298,output/p3_v2/cv/seed17/fold2/P3_demo10_holdout.csv
p3_demo10,17,2,cross_site,0.3617021276595745,141,16,228,15,92,0.6992592592592592,1350,output/p3_v2/cv/seed17/fold2/P3_demo10_holdout.csv
p3_demo10,17,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold2/P3_demo10_holdout.csv
p3_demo10,17,2,site_I0006,0.36363636363636365,11,5,35,5,8,0.6914285714285714,175,output/p3_v2/cv/seed17/fold2/P3_demo10_holdout.csv
p3_demo10,17,2,site_S0001,0.5393442622950819,305,11,193,11,102,0.7105511069241639,2123,output/p3_v2/cv/seed17/fold2/P3_demo10_holdout.csv
p3_compact30,17,2,overall,0.5579868708971554,457,16,228,16,124,0.7250548245614035,3648,output/p3_v2/cv/seed17/fold2/P3_compact30_holdout.csv
p3_compact30,17,2,same_site,0.5348101265822784,316,16,228,16,110,0.696692776327241,2298,output/p3_v2/cv/seed17/fold2/P3_compact30_holdout.csv
p3_compact30,17,2,cross_site,0.6099290780141844,141,16,228,15,92,0.7733333333333333,1350,output/p3_v2/cv/seed17/fold2/P3_compact30_holdout.csv
p3_compact30,17,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold2/P3_compact30_holdout.csv
p3_compact30,17,2,site_I0006,0.5454545454545454,11,5,35,5,8,0.7657142857142857,175,output/p3_v2/cv/seed17/fold2/P3_compact30_holdout.csv
p3_compact30,17,2,site_S0001,0.5344262295081967,305,11,193,11,102,0.6910032972209138,2123,output/p3_v2/cv/seed17/fold2/P3_compact30_holdout.csv
p3_compact35,17,2,overall,0.5579868708971554,457,16,228,16,124,0.7250548245614035,3648,output/p3_v2/cv/seed17/fold2/P3_compact35_holdout.csv
p3_compact35,17,2,same_site,0.5348101265822784,316,16,228,16,110,0.696692776327241,2298,output/p3_v2/cv/seed17/fold2/P3_compact35_holdout.csv
p3_compact35,17,2,cross_site,0.6099290780141844,141,16,228,15,92,0.7733333333333333,1350,output/p3_v2/cv/seed17/fold2/P3_compact35_holdout.csv
p3_compact35,17,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold2/P3_compact35_holdout.csv
p3_compact35,17,2,site_I0006,0.5454545454545454,11,5,35,5,8,0.7657142857142857,175,output/p3_v2/cv/seed17/fold2/P3_compact35_holdout.csv
p3_compact35,17,2,site_S0001,0.5344262295081967,305,11,193,11,102,0.6910032972209138,2123,output/p3_v2/cv/seed17/fold2/P3_compact35_holdout.csv
p3_global59,17,2,overall,0.5820568927789934,457,16,228,16,124,0.7417763157894737,3648,output/p3_v2/cv/seed17/fold2/P3_global59_holdout.csv
p3_global59,17,2,same_site,0.5791139240506329,316,16,228,16,110,0.7123585726718886,2298,output/p3_v2/cv/seed17/fold2/P3_global59_holdout.csv
p3_global59,17,2,cross_site,0.5886524822695035,141,16,228,15,92,0.7918518518518518,1350,output/p3_v2/cv/seed17/fold2/P3_global59_holdout.csv
p3_global59,17,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold2/P3_global59_holdout.csv
p3_global59,17,2,site_I0006,0.45454545454545453,11,5,35,5,8,0.7542857142857143,175,output/p3_v2/cv/seed17/fold2/P3_global59_holdout.csv
p3_global59,17,2,site_S0001,0.5836065573770491,305,11,193,11,102,0.7089024964672633,2123,output/p3_v2/cv/seed17/fold2/P3_global59_holdout.csv
p3_stage155,17,2,overall,0.47702407002188185,457,16,228,16,124,0.7020285087719298,3648,output/p3_v2/cv/seed17/fold2/P3_stage155_holdout.csv
p3_stage155,17,2,same_site,0.439873417721519,316,16,228,16,110,0.6649260226283725,2298,output/p3_v2/cv/seed17/fold2/P3_stage155_holdout.csv
p3_stage155,17,2,cross_site,0.5602836879432624,141,16,228,15,92,0.7651851851851852,1350,output/p3_v2/cv/seed17/fold2/P3_stage155_holdout.csv
p3_stage155,17,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed17/fold2/P3_stage155_holdout.csv
p3_stage155,17,2,site_I0006,0.7272727272727273,11,5,35,5,8,0.8,175,output/p3_v2/cv/seed17/fold2/P3_stage155_holdout.csv
p3_stage155,17,2,site_S0001,0.42950819672131146,305,11,193,11,102,0.6537918040508715,2123,output/p3_v2/cv/seed17/fold2/P3_stage155_holdout.csv
p4_legacy_best_val_ac,17,2,overall,0.6455142231947484,457,16,228,16,124,0.709703947368421,3648,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,2,same_site,0.6487341772151899,316,16,228,16,110,0.6845082680591819,2298,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,2,cross_site,0.6382978723404256,141,16,228,15,92,0.7525925925925926,1350,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,2,site_I0006,0.36363636363636365,11,5,35,5,8,0.5657142857142857,175,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,17,2,site_S0001,0.659016393442623,305,11,193,11,102,0.694300518134715,2123,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/best_val_ac_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,2,overall,0.6849015317286652,457,16,228,16,124,0.6946271929824561,3648,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,2,same_site,0.6645569620253164,316,16,228,16,110,0.6510008703220191,2298,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,2,cross_site,0.7304964539007093,141,16,228,15,92,0.7688888888888888,1350,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,2,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,2,site_I0006,0.8181818181818182,11,5,35,5,8,0.5942857142857143,175,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,17,2,site_S0001,0.659016393442623,305,11,193,11,102,0.6556759302873293,2123,output/p4_legacy_lstm_cv/seed7_model/outer_seed17_fold2/fixed_epoch6_outer_holdout_logits.csv
p3_demo10,29,0,overall,0.6931818181818182,264,10,234,10,154,0.8277777777777777,2340,output/p3_v2/cv/seed29/fold0/P3_demo10_holdout.csv
p3_demo10,29,0,same_site,0.7291666666666666,192,10,234,10,133,0.8290788013318535,1802,output/p3_v2/cv/seed29/fold0/P3_demo10_holdout.csv
p3_demo10,29,0,cross_site,0.5972222222222222,72,10,234,8,61,0.8234200743494424,538,output/p3_v2/cv/seed29/fold0/P3_demo10_holdout.csv
p3_demo10,29,0,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold0/P3_demo10_holdout.csv
p3_demo10,29,0,site_I0006,0.2857142857142857,7,1,38,1,7,0.7894736842105263,38,output/p3_v2/cv/seed29/fold0/P3_demo10_holdout.csv
p3_demo10,29,0,site_S0001,0.745945945945946,185,9,196,9,126,0.8299319727891157,1764,output/p3_v2/cv/seed29/fold0/P3_demo10_holdout.csv
p3_compact30,29,0,overall,0.7083333333333334,264,10,234,10,154,0.838034188034188,2340,output/p3_v2/cv/seed29/fold0/P3_compact30_holdout.csv
p3_compact30,29,0,same_site,0.6979166666666666,192,10,234,10,133,0.8340732519422863,1802,output/p3_v2/cv/seed29/fold0/P3_compact30_holdout.csv
p3_compact30,29,0,cross_site,0.7361111111111112,72,10,234,8,61,0.8513011152416357,538,output/p3_v2/cv/seed29/fold0/P3_compact30_holdout.csv
p3_compact30,29,0,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold0/P3_compact30_holdout.csv
p3_compact30,29,0,site_I0006,1.0,7,1,38,1,7,0.9736842105263158,38,output/p3_v2/cv/seed29/fold0/P3_compact30_holdout.csv
p3_compact30,29,0,site_S0001,0.6864864864864865,185,9,196,9,126,0.8310657596371882,1764,output/p3_v2/cv/seed29/fold0/P3_compact30_holdout.csv
p3_compact35,29,0,overall,0.6893939393939394,264,10,234,10,154,0.8354700854700855,2340,output/p3_v2/cv/seed29/fold0/P3_compact35_holdout.csv
p3_compact35,29,0,same_site,0.671875,192,10,234,10,133,0.8318534961154272,1802,output/p3_v2/cv/seed29/fold0/P3_compact35_holdout.csv
p3_compact35,29,0,cross_site,0.7361111111111112,72,10,234,8,61,0.8475836431226765,538,output/p3_v2/cv/seed29/fold0/P3_compact35_holdout.csv
p3_compact35,29,0,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold0/P3_compact35_holdout.csv
p3_compact35,29,0,site_I0006,1.0,7,1,38,1,7,0.9736842105263158,38,output/p3_v2/cv/seed29/fold0/P3_compact35_holdout.csv
p3_compact35,29,0,site_S0001,0.6594594594594595,185,9,196,9,126,0.828798185941043,1764,output/p3_v2/cv/seed29/fold0/P3_compact35_holdout.csv
p3_global59,29,0,overall,0.7007575757575758,264,10,234,10,154,0.8405982905982906,2340,output/p3_v2/cv/seed29/fold0/P3_global59_holdout.csv
p3_global59,29,0,same_site,0.6979166666666666,192,10,234,10,133,0.8468368479467259,1802,output/p3_v2/cv/seed29/fold0/P3_global59_holdout.csv
p3_global59,29,0,cross_site,0.7083333333333334,72,10,234,8,61,0.8197026022304833,538,output/p3_v2/cv/seed29/fold0/P3_global59_holdout.csv
p3_global59,29,0,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold0/P3_global59_holdout.csv
p3_global59,29,0,site_I0006,0.8571428571428571,7,1,38,1,7,0.868421052631579,38,output/p3_v2/cv/seed29/fold0/P3_global59_holdout.csv
p3_global59,29,0,site_S0001,0.6918918918918919,185,9,196,9,126,0.8463718820861678,1764,output/p3_v2/cv/seed29/fold0/P3_global59_holdout.csv
p3_stage155,29,0,overall,0.6325757575757576,264,10,234,10,154,0.8153846153846154,2340,output/p3_v2/cv/seed29/fold0/P3_stage155_holdout.csv
p3_stage155,29,0,same_site,0.59375,192,10,234,10,133,0.8107658157602664,1802,output/p3_v2/cv/seed29/fold0/P3_stage155_holdout.csv
p3_stage155,29,0,cross_site,0.7361111111111112,72,10,234,8,61,0.8308550185873605,538,output/p3_v2/cv/seed29/fold0/P3_stage155_holdout.csv
p3_stage155,29,0,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold0/P3_stage155_holdout.csv
p3_stage155,29,0,site_I0006,1.0,7,1,38,1,7,0.9736842105263158,38,output/p3_v2/cv/seed29/fold0/P3_stage155_holdout.csv
p3_stage155,29,0,site_S0001,0.5783783783783784,185,9,196,9,126,0.8072562358276644,1764,output/p3_v2/cv/seed29/fold0/P3_stage155_holdout.csv
p4_legacy_best_val_ac,29,0,overall,0.5890151515151515,264,10,234,10,154,0.635042735042735,2340,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,0,same_site,0.6484375,192,10,234,10,133,0.6878468368479467,1802,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,0,cross_site,0.4305555555555556,72,10,234,8,61,0.45817843866171004,538,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,0,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,0,site_I0006,0.0,7,1,38,1,7,0.10526315789473684,38,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/best_val_ac_outer_holdout_logits.csv
p4_legacy_best_val_ac,29,0,site_S0001,0.672972972972973,185,9,196,9,126,0.7003968253968254,1764,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/best_val_ac_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,0,overall,0.6401515151515151,264,10,234,10,154,0.6384615384615384,2340,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,0,same_site,0.7083333333333334,192,10,234,10,133,0.6936736958934517,1802,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,0,cross_site,0.4583333333333333,72,10,234,8,61,0.45353159851301117,538,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,0,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,0,site_I0006,0.0,7,1,38,1,7,0.13157894736842105,38,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/fixed_epoch6_outer_holdout_logits.csv
p4_legacy_fixed_epoch6,29,0,site_S0001,0.7351351351351352,185,9,196,9,126,0.70578231292517,1764,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold0/fixed_epoch6_outer_holdout_logits.csv
p3_demo10,29,1,overall,0.6595365418894831,561,22,223,21,222,0.7951487973909499,4906,output/p3_v2/cv/seed29/fold1/P3_demo10_holdout.csv
p3_demo10,29,1,same_site,0.6649874055415617,397,22,223,18,200,0.7530100878620241,3073,output/p3_v2/cv/seed29/fold1/P3_demo10_holdout.csv
p3_demo10,29,1,cross_site,0.6463414634146342,164,22,223,18,97,0.8657937806873978,1833,output/p3_v2/cv/seed29/fold1/P3_demo10_holdout.csv
p3_demo10,29,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold1/P3_demo10_holdout.csv
p3_demo10,29,1,site_I0006,0.6818181818181818,22,7,34,4,13,0.9327731092436975,238,output/p3_v2/cv/seed29/fold1/P3_demo10_holdout.csv
p3_demo10,29,1,site_S0001,0.664,375,15,189,14,187,0.7379188712522046,2835,output/p3_v2/cv/seed29/fold1/P3_demo10_holdout.csv
p3_compact30,29,1,overall,0.6684491978609626,561,22,223,21,222,0.8159396657154505,4906,output/p3_v2/cv/seed29/fold1/P3_compact30_holdout.csv
p3_compact30,29,1,same_site,0.6448362720403022,397,22,223,18,200,0.7754637162382038,3073,output/p3_v2/cv/seed29/fold1/P3_compact30_holdout.csv
p3_compact30,29,1,cross_site,0.725609756097561,164,22,223,18,97,0.88379705400982,1833,output/p3_v2/cv/seed29/fold1/P3_compact30_holdout.csv
p3_compact30,29,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold1/P3_compact30_holdout.csv
p3_compact30,29,1,site_I0006,0.7272727272727273,22,7,34,4,13,0.9453781512605042,238,output/p3_v2/cv/seed29/fold1/P3_compact30_holdout.csv
p3_compact30,29,1,site_S0001,0.64,375,15,189,14,187,0.7611992945326279,2835,output/p3_v2/cv/seed29/fold1/P3_compact30_holdout.csv
p3_compact35,29,1,overall,0.6648841354723708,561,22,223,21,222,0.8124745209947004,4906,output/p3_v2/cv/seed29/fold1/P3_compact35_holdout.csv
p3_compact35,29,1,same_site,0.6397984886649875,397,22,223,18,200,0.7715587373901724,3073,output/p3_v2/cv/seed29/fold1/P3_compact35_holdout.csv
p3_compact35,29,1,cross_site,0.725609756097561,164,22,223,18,97,0.8810692853246045,1833,output/p3_v2/cv/seed29/fold1/P3_compact35_holdout.csv
p3_compact35,29,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold1/P3_compact35_holdout.csv
p3_compact35,29,1,site_I0006,0.7727272727272727,22,7,34,4,13,0.9495798319327731,238,output/p3_v2/cv/seed29/fold1/P3_compact35_holdout.csv
p3_compact35,29,1,site_S0001,0.632,375,15,189,14,187,0.7566137566137566,2835,output/p3_v2/cv/seed29/fold1/P3_compact35_holdout.csv
p3_global59,29,1,overall,0.7183600713012478,561,22,223,21,222,0.8289849164288626,4906,output/p3_v2/cv/seed29/fold1/P3_global59_holdout.csv
p3_global59,29,1,same_site,0.7128463476070529,397,22,223,18,200,0.7985681744223886,3073,output/p3_v2/cv/seed29/fold1/P3_global59_holdout.csv
p3_global59,29,1,cross_site,0.7317073170731707,164,22,223,18,97,0.8799781778505182,1833,output/p3_v2/cv/seed29/fold1/P3_global59_holdout.csv
p3_global59,29,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold1/P3_global59_holdout.csv
p3_global59,29,1,site_I0006,0.6818181818181818,22,7,34,4,13,0.9369747899159664,238,output/p3_v2/cv/seed29/fold1/P3_global59_holdout.csv
p3_global59,29,1,site_S0001,0.7146666666666667,375,15,189,14,187,0.7869488536155202,2835,output/p3_v2/cv/seed29/fold1/P3_global59_holdout.csv
p3_stage155,29,1,overall,0.48484848484848486,561,22,223,21,222,0.7366490012229923,4906,output/p3_v2/cv/seed29/fold1/P3_stage155_holdout.csv
p3_stage155,29,1,same_site,0.473551637279597,397,22,223,18,200,0.6937845753335503,3073,output/p3_v2/cv/seed29/fold1/P3_stage155_holdout.csv
p3_stage155,29,1,cross_site,0.5121951219512195,164,22,223,18,97,0.8085106382978723,1833,output/p3_v2/cv/seed29/fold1/P3_stage155_holdout.csv
p3_stage155,29,1,site_I0002,N/A,0,0,0,0,0,N/A,0,output/p3_v2/cv/seed29/fold1/P3_stage155_holdout.csv
p3_stage155,29,1,site_I0006,0.4090909090909091,22,7,34,4,13,0.8151260504201681,238,output/p3_v2/cv/seed29/fold1/P3_stage155_holdout.csv
p3_stage155,29,1,site_S0001,0.47733333333333333,375,15,189,14,187,0.6835978835978836,2835,output/p3_v2/cv/seed29/fold1/P3_stage155_holdout.csv
p4_legacy_best_val_ac,29,1,overall,0.7647058823529411,561,22,223,21,222,0.7622299225438239,4906,output/p4_legacy_lstm_cv/seed7_model/outer_seed29_fold1/best_val_ac_outer_holdout_logits.csv
