holdout_site,seed,feature,coefficient
S0001,37,race_White,-0.0501534483290891
S0001,37,BMI,-0.28555361895792386
S0001,37,caisr_sleep_tst_sec,0.1429324510445209
S0001,37,caisr_sleep_se,0.007727578787250521
S0001,37,caisr_sleep_sol_sec,0.24705191303968776
S0001,37,caisr_sleep_rem_latency_sec,0.08245894180612483
S0001,37,caisr_sleep_waso_sec,0.18117898311136976
S0001,37,caisr_sleep_n1_pct,-0.2630233801936076
S0001,37,caisr_sleep_n2_pct,-0.40289659150208335
S0001,37,caisr_sleep_n3_pct,-0.5456527622889997
S0001,37,caisr_sleep_rem_pct,-0.35839785630611576
S0001,37,caisr_sleep_transition_rate,-0.2129502090621187
S0001,37,caisr_sleep_short_bout_ratio,0.1082796295432717
S0001,37,caisr_sleep_mean_stage_entropy,0.5991790392956523
S0001,37,caisr_arousal_arousal_index,-0.808866812721926
S0001,37,caisr_arousal_arousal_burden_ratio,-0.24885460115566513
S0001,37,caisr_arousal_mean_arousal_duration,0.2507671621522088
S0001,37,caisr_respiratory_respiratory_event_index,-0.10737260200339745
S0001,37,caisr_respiratory_respiratory_burden_ratio,0.2959569084592193
S0001,37,caisr_respiratory_mean_resp_duration,0.10977580784997334
S0001,37,caisr_limb_limb_movement_index,0.5300226282722035
S0001,37,caisr_limb_plmi,-0.19864739652106236
S0001,47,age,0.6791340735576724
S0001,47,sex_Female,-0.11319322018935732
S0001,47,sex_Male,0.11319322018935732
S0001,47,sex_OtherUnknown,0.0
S0001,47,race_Asian,-0.05561035999899545
S0001,47,race_Black,0.0693053425384126
S0001,47,race_Others,-0.0627908617957826
S0001,47,race_Unavailable,0.07480399179306976
S0001,47,race_White,-0.06146733658298351
S0001,47,BMI,-0.2992087350660355
S0001,47,caisr_sleep_tst_sec,0.15985618837631177
S0001,47,caisr_sleep_se,-0.014425439903836296
S0001,47,caisr_sleep_sol_sec,0.2511515473391618
S0001,47,caisr_sleep_rem_latency_sec,0.0783738558737637
S0001,47,caisr_sleep_waso_sec,0.18496821693599172
S0001,47,caisr_sleep_n1_pct,-0.3233896884583748
S0001,47,caisr_sleep_n2_pct,-0.42755100903828536
S0001,47,caisr_sleep_n3_pct,-0.577408571604693
S0001,47,caisr_sleep_rem_pct,-0.38265008717470905
S0001,47,caisr_sleep_transition_rate,-0.1873294743051772
S0001,47,caisr_sleep_short_bout_ratio,0.07578153916363951
S0001,47,caisr_sleep_mean_stage_entropy,0.5968381048049981
S0001,47,caisr_arousal_arousal_index,-0.8260818252332961
S0001,47,caisr_arousal_arousal_burden_ratio,-0.20772892108219707
S0001,47,caisr_arousal_mean_arousal_duration,0.24851709062045402
S0001,47,caisr_respiratory_respiratory_event_index,-0.07292760855446809
S0001,47,caisr_respiratory_respiratory_burden_ratio,0.24661287599855633
S0001,47,caisr_respiratory_mean_resp_duration,0.13996657835884865
S0001,47,caisr_limb_limb_movement_index,0.5094529338973749
S0001,47,caisr_limb_plmi,-0.15725839069990297
